Train_No,Start_Time,End_Time,Total_Distance,Journey_Duration_Hours,Route_Category
37267,1900-01-01 18:20:00,1900-01-01 19:20:00,39,1.0,Short
37268,1900-01-01 17:30:00,1900-01-01 18:30:00,39,1.0,Short
37269,1900-01-01 18:45:00,1900-01-01 19:45:00,39,1.0,Short
37270,1900-01-01 18:05:00,1900-01-01 19:10:00,39,1.0833333333333333,Short
37271,1900-01-01 19:30:00,1900-01-01 20:28:00,39,0.9666666666666667,Short
37272,1900-01-01 18:20:00,1900-01-01 19:22:00,39,1.0333333333333334,Short
37273,1900-01-01 19:40:00,1900-01-01 20:40:00,39,1.0,Short
37274,1900-01-01 18:50:00,1900-01-01 19:55:00,39,1.0833333333333333,Short
37275,1900-01-01 20:10:00,1900-01-01 21:10:00,39,1.0,Short
37276,1900-01-01 19:30:00,1900-01-01 20:36:00,39,1.1,Short
37277,1900-01-01 21:05:00,1900-01-01 22:04:00,39,0.9833333333333333,Short
37278,1900-01-01 19:45:00,1900-01-01 20:48:00,39,1.05,Short
37279,1900-01-01 21:10:00,1900-01-01 22:10:00,39,1.0,Short
37280,1900-01-01 20:33:00,1900-01-01 21:35:00,39,1.0333333333333334,Short
37281,1900-01-01 21:30:00,1900-01-01 22:30:00,39,1.0,Short
37282,1900-01-01 21:00:00,1900-01-01 22:00:00,39,1.0,Short
37283,1900-01-01 21:50:00,1900-01-01 22:50:00,39,1.0,Short
37284,1900-01-01 21:45:00,1900-01-01 22:50:00,39,1.0833333333333333,Short
37285,1900-01-01 22:20:00,1900-01-01 23:20:00,39,1.0,Short
37286,1900-01-01 22:18:00,1900-01-01 23:20:00,39,1.0333333333333334,Short
37287,1900-01-01 22:30:00,1900-01-01 23:28:00,39,0.9666666666666667,Short
37288,1900-01-01 22:30:00,1900-01-01 23:33:00,39,1.05,Short
37289,1900-01-01 23:15:00,1900-01-01 00:20:00,39,1.0833333333333321,Short
37290,1900-01-01 22:45:00,1900-01-01 23:45:00,39,1.0,Short
37291,1900-01-01 23:45:00,1900-01-01 00:45:00,39,1.0,Short
37303,1900-01-01 05:32:00,1900-01-01 06:30:00,33,0.9666666666666667,Short
37304,1900-01-01 08:12:00,1900-01-01 09:09:00,33,0.95,Short
37305,1900-01-01 19:15:00,1900-01-01 20:17:00,33,1.0333333333333334,Short
37306,1900-01-01 21:05:00,1900-01-01 22:10:00,33,1.0833333333333333,Short
37307,1900-01-01 06:52:00,1900-01-01 08:02:00,44,1.1666666666666667,Short
37308,1900-01-01 08:30:00,1900-01-01 09:48:00,44,1.3,Short
37311,1900-01-01 05:55:00,1900-01-01 07:25:00,57,1.5,Short
37312,1900-01-01 03:50:00,1900-01-01 05:20:00,57,1.5,Short
37313,1900-01-01 06:32:00,1900-01-01 08:05:00,57,1.55,Short
37314,1900-01-01 04:50:00,1900-01-01 06:20:00,57,1.5,Short
37315,1900-01-01 08:25:00,1900-01-01 09:55:00,57,1.5,Short
37316,1900-01-01 05:35:00,1900-01-01 07:05:00,57,1.5,Short
37317,1900-01-01 09:05:00,1900-01-01 10:32:00,57,1.45,Short
37318,1900-01-01 06:20:00,1900-01-01 07:55:00,57,1.5833333333333333,Short
37319,1900-01-01 10:20:00,1900-01-01 11:48:00,57,1.4666666666666666,Short
37320,1900-01-01 07:05:00,1900-01-01 08:40:00,57,1.5833333333333333,Short
37321,1900-01-01 10:50:00,1900-01-01 12:20:00,57,1.5,Short
37322,1900-01-01 07:55:00,1900-01-01 09:24:00,57,1.4833333333333334,Short
37323,1900-01-01 11:36:00,1900-01-01 13:05:00,57,1.4833333333333334,Short
37324,1900-01-01 09:32:00,1900-01-01 11:02:00,57,1.5,Short
37325,1900-01-01 13:20:00,1900-01-01 14:50:00,57,1.5,Short
37326,1900-01-01 10:25:00,1900-01-01 11:58:00,57,1.55,Short
37327,1900-01-01 13:38:00,1900-01-01 15:03:00,57,1.4166666666666667,Short
37328,1900-01-01 11:15:00,1900-01-01 12:47:00,57,1.5333333333333334,Short
37329,1900-01-01 14:10:00,1900-01-01 15:40:00,57,1.5,Short
37330,1900-01-01 12:00:00,1900-01-01 13:35:00,57,1.5833333333333333,Short
37331,1900-01-01 15:05:00,1900-01-01 16:40:00,57,1.5833333333333333,Short
37332,1900-01-01 12:40:00,1900-01-01 14:12:00,57,1.5333333333333334,Short
37333,1900-01-01 16:10:00,1900-01-01 17:40:00,57,1.5,Short
37334,1900-01-01 13:25:00,1900-01-01 15:00:00,57,1.5833333333333333,Short
37335,1900-01-01 17:42:00,1900-01-01 19:15:00,57,1.55,Short
37336,1900-01-01 14:18:00,1900-01-01 15:50:00,57,1.5333333333333334,Short
37337,1900-01-01 18:10:00,1900-01-01 19:40:00,57,1.5,Short
37338,1900-01-01 15:15:00,1900-01-01 16:45:00,57,1.5,Short
37339,1900-01-01 19:05:00,1900-01-01 20:38:00,57,1.55,Short
37340,1900-01-01 16:18:00,1900-01-01 17:43:00,57,1.4166666666666667,Short
37341,1900-01-01 19:50:00,1900-01-01 21:20:00,57,1.5,Short
37342,1900-01-01 17:05:00,1900-01-01 18:40:00,57,1.5833333333333333,Short
37343,1900-01-01 20:05:00,1900-01-01 21:35:00,57,1.5,Short
37344,1900-01-01 18:07:00,1900-01-01 19:42:00,57,1.5833333333333333,Short
37345,1900-01-01 20:40:00,1900-01-01 22:05:00,57,1.4166666666666667,Short
37346,1900-01-01 19:00:00,1900-01-01 20:28:00,57,1.4666666666666666,Short
37347,1900-01-01 21:15:00,1900-01-01 22:42:00,57,1.45,Short
37348,1900-01-01 19:33:00,1900-01-01 21:05:00,57,1.5333333333333334,Short
37349,1900-01-01 22:05:00,1900-01-01 23:34:00,57,1.4833333333333334,Short
37350,1900-01-01 20:55:00,1900-01-01 22:35:00,57,1.6666666666666667,Short
37351,1900-01-01 23:00:00,1900-01-01 00:30:00,57,1.5,Short
37352,1900-01-01 21:38:00,1900-01-01 23:08:00,57,1.5,Short
37354,1900-01-01 22:50:00,1900-01-01 00:20:00,57,1.5,Short
37361,1900-01-01 05:10:00,1900-01-01 07:40:00,81,2.5,Short
37362,1900-01-01 08:30:00,1900-01-01 10:45:00,81,2.25,Short
37363,1900-01-01 09:55:00,1900-01-01 12:00:00,81,2.0833333333333335,Short
37364,1900-01-01 12:20:00,1900-01-01 14:40:00,81,2.3333333333333335,Short
37365,1900-01-01 12:15:00,1900-01-01 14:40:00,81,2.4166666666666665,Short
37366,1900-01-01 14:50:00,1900-01-01 17:02:00,81,2.2,Short
37367,1900-01-01 17:10:00,1900-01-01 19:15:00,81,2.0833333333333335,Short
37368,1900-01-01 19:46:00,1900-01-01 21:53:00,81,2.1166666666666667,Short
37371,1900-01-01 04:22:00,1900-01-01 06:42:00,81,2.3333333333333335,Short
37372,1900-01-01 07:45:00,1900-01-01 10:02:00,81,2.283333333333333,Short
37373,1900-01-01 07:25:00,1900-01-01 09:44:00,81,2.316666666666667,Short
37374,1900-01-01 13:25:00,1900-01-01 15:30:00,81,2.0833333333333335,Short
37375,1900-01-01 10:35:00,1900-01-01 12:44:00,81,2.15,Short
37376,1900-01-01 19:20:00,1900-01-01 21:28:00,81,2.1333333333333333,Short
37378,1900-01-01 21:40:00,1900-01-01 23:58:00,81,2.3,Short
37379,1900-01-01 18:40:00,1900-01-01 20:57:00,81,2.283333333333333,Short
37385,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
37386,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
37387,1900-01-01 05:32:00,1900-01-01 06:08:00,24,0.6,Short
37388,1900-01-01 06:18:00,1900-01-01 06:58:00,24,0.6666666666666666,Short
37389,1900-01-01 16:00:00,1900-01-01 16:34:00,24,0.5666666666666667,Short
37390,1900-01-01 00:00:00,1900-01-01 00:00:00,24,0.0,Short
37391,1900-01-01 22:25:00,1900-01-01 23:05:00,24,0.6666666666666666,Short
37392,1900-01-01 17:20:00,1900-01-01 17:58:00,24,0.6333333333333333,Short
37394,1900-01-01 23:15:00,1900-01-01 23:55:00,24,0.6666666666666666,Short
37411,1900-01-01 05:15:00,1900-01-01 06:05:00,34,0.8333333333333334,Short
37412,1900-01-01 04:15:00,1900-01-01 05:05:00,34,0.8333333333333334,Short
37413,1900-01-01 23:10:00,1900-01-01 23:58:00,34,0.8,Short
37414,1900-01-01 22:00:00,1900-01-01 22:48:00,34,0.8,Short
37511,1900-01-01 17:50:00,1900-01-01 18:37:00,30,0.7833333333333333,Short
37512,1900-01-01 16:25:00,1900-01-01 17:10:00,30,0.75,Short
37521,1900-01-01 04:40:00,1900-01-01 05:00:00,8,0.3333333333333333,Short
37522,1900-01-01 04:10:00,1900-01-01 04:30:00,8,0.3333333333333333,Short
37523,1900-01-01 06:18:00,1900-01-01 06:37:00,8,0.31666666666666665,Short
37524,1900-01-01 05:32:00,1900-01-01 05:50:00,8,0.3,Short
37525,1900-01-01 07:30:00,1900-01-01 07:50:00,8,0.3333333333333333,Short
37526,1900-01-01 06:45:00,1900-01-01 07:04:00,8,0.31666666666666665,Short
37527,1900-01-01 07:55:00,1900-01-01 08:14:00,8,0.31666666666666665,Short
37528,1900-01-01 07:21:00,1900-01-01 07:42:00,8,0.35,Short
37529,1900-01-01 08:33:00,1900-01-01 08:52:00,8,0.31666666666666665,Short
37530,1900-01-01 08:02:00,1900-01-01 08:22:00,8,0.3333333333333333,Short
37531,1900-01-01 09:42:00,1900-01-01 10:02:00,8,0.3333333333333333,Short
37532,1900-01-01 09:12:00,1900-01-01 09:32:00,8,0.3333333333333333,Short
37533,1900-01-01 10:45:00,1900-01-01 11:05:00,8,0.3333333333333333,Short
37534,1900-01-01 10:15:00,1900-01-01 10:35:00,8,0.3333333333333333,Short
37535,1900-01-01 12:10:00,1900-01-01 12:30:00,8,0.3333333333333333,Short
37536,1900-01-01 11:42:00,1900-01-01 12:02:00,8,0.3333333333333333,Short
37537,1900-01-01 13:30:00,1900-01-01 13:50:00,8,0.3333333333333333,Short
37538,1900-01-01 12:52:00,1900-01-01 13:14:00,8,0.36666666666666664,Short
37539,1900-01-01 15:08:00,1900-01-01 15:28:00,8,0.3333333333333333,Short
37540,1900-01-01 14:39:00,1900-01-01 14:58:00,8,0.31666666666666665,Short
37541,1900-01-01 15:50:00,1900-01-01 16:10:00,8,0.3333333333333333,Short
37542,1900-01-01 15:00:00,1900-01-01 15:20:00,8,0.3333333333333333,Short
37543,1900-01-01 16:08:00,1900-01-01 16:28:00,8,0.3333333333333333,Short
37544,1900-01-01 15:41:00,1900-01-01 16:00:00,8,0.31666666666666665,Short
37545,1900-01-01 17:18:00,1900-01-01 17:37:00,8,0.31666666666666665,Short
37546,1900-01-01 16:50:00,1900-01-01 17:10:00,8,0.3333333333333333,Short
37547,1900-01-01 18:32:00,1900-01-01 18:52:00,8,0.3333333333333333,Short
37548,1900-01-01 17:45:00,1900-01-01 18:07:00,8,0.36666666666666664,Short
37549,1900-01-01 19:15:00,1900-01-01 19:33:00,8,0.3,Short
37550,1900-01-01 18:40:00,1900-01-01 19:00:00,8,0.3333333333333333,Short
37551,1900-01-01 19:50:00,1900-01-01 20:10:00,8,0.3333333333333333,Short
37552,1900-01-01 19:20:00,1900-01-01 19:42:00,8,0.36666666666666664,Short
37553,1900-01-01 21:15:00,1900-01-01 21:33:00,8,0.3,Short
37554,1900-01-01 20:35:00,1900-01-01 20:57:00,8,0.36666666666666664,Short
37555,1900-01-01 22:15:00,1900-01-01 22:35:00,8,0.3333333333333333,Short
37556,1900-01-01 21:45:00,1900-01-01 22:05:00,8,0.3333333333333333,Short
37557,1900-01-01 23:58:00,1900-01-01 00:20:00,8,0.36666666666666714,Short
37558,1900-01-01 23:26:00,1900-01-01 23:45:00,8,0.31666666666666665,Short
37611,1900-01-01 11:42:00,1900-01-01 13:10:00,60,1.4666666666666666,Short
37612,1900-01-01 08:55:00,1900-01-01 10:15:00,60,1.3333333333333333,Short
37614,1900-01-01 13:30:00,1900-01-01 15:08:00,60,1.6333333333333333,Short
37651,1900-01-01 08:40:00,1900-01-01 10:25:00,81,1.75,Short
37652,1900-01-01 11:10:00,1900-01-01 13:15:00,81,2.0833333333333335,Short
37653,1900-01-01 11:31:00,1900-01-01 13:22:00,81,1.85,Short
37654,1900-01-01 13:45:00,1900-01-01 15:40:00,81,1.9166666666666667,Short
37655,1900-01-01 12:45:00,1900-01-01 14:37:00,81,1.8666666666666667,Short
37656,1900-01-01 14:55:00,1900-01-01 16:52:00,81,1.95,Short
37657,1900-01-01 13:43:00,1900-01-01 15:30:00,81,1.7833333333333334,Short
37658,1900-01-01 16:00:00,1900-01-01 17:55:00,81,1.9166666666666667,Short
37711,1900-01-01 08:20:00,1900-01-01 08:45:00,21,0.4166666666666667,Short
37731,1900-01-01 19:40:00,1900-01-01 20:25:00,42,0.75,Short
37732,1900-01-01 21:50:00,1900-01-01 22:40:00,42,0.8333333333333334,Short
37741,1900-01-01 03:05:00,1900-01-01 05:35:00,104,2.5,Short
37742,1900-01-01 04:40:00,1900-01-01 06:50:00,104,2.1666666666666665,Short
37743,1900-01-01 04:30:00,1900-01-01 06:40:00,104,2.1666666666666665,Short
37744,1900-01-01 08:45:00,1900-01-01 11:00:00,104,2.25,Short
37745,1900-01-01 05:40:00,1900-01-01 07:50:00,104,2.1666666666666665,Short
37746,1900-01-01 11:10:00,1900-01-01 13:40:00,104,2.5,Short
37747,1900-01-01 08:10:00,1900-01-01 10:25:00,104,2.25,Short
37748,1900-01-01 13:00:00,1900-01-01 15:15:00,104,2.25,Short
37750,1900-01-01 17:35:00,1900-01-01 19:40:00,104,2.0833333333333335,Short
37751,1900-01-01 14:40:00,1900-01-01 17:10:00,104,2.5,Short
37752,1900-01-01 19:50:00,1900-01-01 22:05:00,104,2.25,Short
37753,1900-01-01 16:20:00,1900-01-01 18:35:00,104,2.25,Short
37754,1900-01-01 20:50:00,1900-01-01 23:00:00,104,2.1666666666666665,Short
37756,1900-01-01 21:20:00,1900-01-01 23:35:00,104,2.25,Short
37757,1900-01-01 23:25:00,1900-01-01 01:35:00,104,2.166666666666668,Short
37758,1900-01-01 21:50:00,1900-01-01 23:57:00,104,2.1166666666666667,Short
37781,1900-01-01 03:45:00,1900-01-01 05:02:00,67,1.2833333333333334,Short
37782,1900-01-01 06:45:00,1900-01-01 08:00:00,67,1.25,Short
37783,1900-01-01 04:20:00,1900-01-01 05:37:00,67,1.2833333333333334,Short
37784,1900-01-01 21:00:00,1900-01-01 22:20:00,67,1.3333333333333333,Short
37785,1900-01-01 05:45:00,1900-01-01 07:05:00,67,1.3333333333333333,Short
37786,1900-01-01 03:35:00,1900-01-01 04:50:00,67,1.25,Short
37811,1900-01-01 04:15:00,1900-01-01 06:35:00,106,2.3333333333333335,Short
37812,1900-01-01 03:05:00,1900-01-01 05:27:00,106,2.3666666666666667,Short
37813,1900-01-01 05:00:00,1900-01-01 07:20:00,106,2.3333333333333335,Short
37814,1900-01-01 04:05:00,1900-01-01 06:35:00,106,2.5,Short
37815,1900-01-01 05:25:00,1900-01-01 07:35:00,106,2.1666666666666665,Short
37816,1900-01-01 05:05:00,1900-01-01 07:28:00,106,2.3833333333333333,Short
37817,1900-01-01 06:20:00,1900-01-01 08:47:00,106,2.45,Short
37818,1900-01-01 05:42:00,1900-01-01 08:08:00,106,2.433333333333333,Short
37819,1900-01-01 06:58:00,1900-01-01 09:25:00,106,2.45,Short
37820,1900-01-01 06:18:00,1900-01-01 08:35:00,106,2.283333333333333,Short
37821,1900-01-01 08:05:00,1900-01-01 10:24:00,106,2.316666666666667,Short
37822,1900-01-01 06:35:00,1900-01-01 08:30:00,106,1.9166666666666667,Short
37823,1900-01-01 09:00:00,1900-01-01 11:25:00,106,2.4166666666666665,Short
37824,1900-01-01 07:00:00,1900-01-01 09:17:00,106,2.283333333333333,Short
37825,1900-01-01 10:05:00,1900-01-01 12:30:00,106,2.4166666666666665,Short
37826,1900-01-01 07:38:00,1900-01-01 09:50:00,106,2.2,Short
37827,1900-01-01 11:25:00,1900-01-01 13:50:00,106,2.4166666666666665,Short
37828,1900-01-01 08:22:00,1900-01-01 10:38:00,106,2.2666666666666666,Short
37829,1900-01-01 12:30:00,1900-01-01 14:50:00,106,2.3333333333333335,Short
37830,1900-01-01 08:46:00,1900-01-01 11:05:00,106,2.316666666666667,Short
37831,1900-01-01 14:20:00,1900-01-01 16:38:00,106,2.3,Short
37832,1900-01-01 10:05:00,1900-01-01 12:40:00,106,2.5833333333333335,Short
37833,1900-01-01 14:45:00,1900-01-01 17:10:00,106,2.4166666666666665,Short
37834,1900-01-01 11:22:00,1900-01-01 13:50:00,106,2.466666666666667,Short
37835,1900-01-01 14:46:00,1900-01-01 17:11:00,106,2.4166666666666665,Short
37836,1900-01-01 12:25:00,1900-01-01 14:46:00,106,2.35,Short
37837,1900-01-01 15:30:00,1900-01-01 17:50:00,106,2.3333333333333335,Short
37838,1900-01-01 13:40:00,1900-01-01 16:05:00,106,2.4166666666666665,Short
37839,1900-01-01 16:45:00,1900-01-01 19:00:00,106,2.25,Short
37840,1900-01-01 15:15:00,1900-01-01 17:35:00,106,2.3333333333333335,Short
37841,1900-01-01 17:30:00,1900-01-01 19:36:00,106,2.1,Short
37842,1900-01-01 16:30:00,1900-01-01 19:02:00,106,2.533333333333333,Short
37843,1900-01-01 17:55:00,1900-01-01 19:50:00,106,1.9166666666666667,Short
37844,1900-01-01 17:25:00,1900-01-01 19:48:00,106,2.3833333333333333,Short
37845,1900-01-01 18:05:00,1900-01-01 20:25:00,106,2.3333333333333335,Short
37846,1900-01-01 17:24:00,1900-01-01 19:49:00,106,2.4166666666666665,Short
37847,1900-01-01 18:35:00,1900-01-01 20:50:00,106,2.25,Short
37848,1900-01-01 18:00:00,1900-01-01 20:20:00,106,2.3333333333333335,Short
37849,1900-01-01 19:00:00,1900-01-01 21:00:00,106,2.0,Short
37850,1900-01-01 18:40:00,1900-01-01 20:58:00,106,2.3,Short
37851,1900-01-01 19:10:00,1900-01-01 21:28:00,106,2.3,Short
37852,1900-01-01 19:55:00,1900-01-01 22:15:00,106,2.3333333333333335,Short
37853,1900-01-01 20:20:00,1900-01-01 22:47:00,106,2.45,Short
37854,1900-01-01 20:40:00,1900-01-01 23:12:00,106,2.533333333333333,Short
37855,1900-01-01 20:47:00,1900-01-01 23:10:00,106,2.3833333333333333,Short
37857,1900-01-01 22:10:00,1900-01-01 00:30:00,106,2.333333333333332,Short
37911,1900-01-01 05:38:00,1900-01-01 08:50:00,143,3.2,Short
37912,1900-01-01 03:45:00,1900-01-01 07:00:00,144,3.25,Short
37913,1900-01-01 08:00:00,1900-01-01 11:10:00,143,3.1666666666666665,Short
37914,1900-01-01 05:40:00,1900-01-01 08:43:00,144,3.05,Short
37915,1900-01-01 10:00:00,1900-01-01 13:15:00,144,3.25,Short
37916,1900-01-01 06:20:00,1900-01-01 09:25:00,144,3.0833333333333335,Short
37917,1900-01-01 12:10:00,1900-01-01 15:25:00,143,3.25,Short
37918,1900-01-01 07:00:00,1900-01-01 10:20:00,144,3.3333333333333335,Short
37919,1900-01-01 14:30:00,1900-01-01 17:40:00,144,3.1666666666666665,Short
37920,1900-01-01 07:45:00,1900-01-01 10:55:00,144,3.1666666666666665,Short
37921,1900-01-01 17:05:00,1900-01-01 20:18:00,143,3.216666666666667,Short
37922,1900-01-01 10:20:00,1900-01-01 14:05:00,144,3.75,Short
37923,1900-01-01 18:00:00,1900-01-01 21:05:00,144,3.0833333333333335,Short
37924,1900-01-01 14:45:00,1900-01-01 18:08:00,144,3.3833333333333333,Short
37925,1900-01-01 19:25:00,1900-01-01 22:30:00,144,3.0833333333333335,Short
37926,1900-01-01 15:30:00,1900-01-01 18:48:00,144,3.3,Short
37927,1900-01-01 20:30:00,1900-01-01 23:45:00,143,3.25,Short
37928,1900-01-01 19:20:00,1900-01-01 22:42:00,144,3.3666666666666667,Short
38031,1900-01-01 08:45:00,1900-01-01 09:00:00,5,0.25,Short
38032,1900-01-01 09:30:00,1900-01-01 09:43:00,5,0.21666666666666667,Short
38033,1900-01-01 17:15:00,1900-01-01 17:30:00,5,0.25,Short
38034,1900-01-01 15:40:00,1900-01-01 15:55:00,5,0.25,Short
38036,1900-01-01 18:10:00,1900-01-01 18:30:00,5,0.3333333333333333,Short
38051,1900-01-01 06:05:00,1900-01-01 09:45:00,140,3.6666666666666665,Short
38052,1900-01-01 06:05:00,1900-01-01 09:20:00,139,3.25,Short
38053,1900-01-01 09:35:00,1900-01-01 12:45:00,136,3.1666666666666665,Short
38054,1900-01-01 10:00:00,1900-01-01 11:35:00,68,1.5833333333333333,Short
38055,1900-01-01 15:15:00,1900-01-01 16:55:00,68,1.6666666666666667,Short
38056,1900-01-01 14:50:00,1900-01-01 18:02:00,137,3.2,Short
38057,1900-01-01 18:00:00,1900-01-01 21:38:00,140,3.6333333333333333,Short
38058,1900-01-01 17:20:00,1900-01-01 20:50:00,139,3.5,Short
38101,1900-01-01 05:35:00,1900-01-01 06:15:00,24,0.6666666666666666,Short
38102,1900-01-01 06:50:00,1900-01-01 07:35:00,24,0.75,Short
38103,1900-01-01 07:02:00,1900-01-01 08:03:00,32,1.0166666666666666,Short
38104,1900-01-01 08:17:00,1900-01-01 09:18:00,32,1.0166666666666666,Short
38105,1900-01-01 08:27:00,1900-01-01 09:35:00,32,1.1333333333333333,Short
38106,1900-01-01 09:47:00,1900-01-01 10:50:00,32,1.05,Short
38107,1900-01-01 16:40:00,1900-01-01 17:22:00,24,0.7,Short
38108,1900-01-01 17:52:00,1900-01-01 19:08:00,32,1.2666666666666666,Short
38202,1900-01-01 07:30:00,1900-01-01 08:42:00,45,1.2,Short
38204,1900-01-01 08:20:00,1900-01-01 09:37:00,45,1.2833333333333334,Short
38206,1900-01-01 18:45:00,1900-01-01 19:40:00,37,0.9166666666666666,Short
38301,1900-01-01 06:10:00,1900-01-01 07:25:00,50,1.25,Short
38302,1900-01-01 03:05:00,1900-01-01 04:35:00,58,1.5,Short
38303,1900-01-01 07:35:00,1900-01-01 09:12:00,58,1.6166666666666667,Short
38304,1900-01-01 03:50:00,1900-01-01 05:20:00,58,1.5,Short
38305,1900-01-01 10:30:00,1900-01-01 12:10:00,56,1.6666666666666667,Short
38306,1900-01-01 04:35:00,1900-01-01 06:05:00,58,1.5,Short
38307,1900-01-01 12:30:00,1900-01-01 14:02:00,58,1.5333333333333334,Short
38308,1900-01-01 06:15:00,1900-01-01 07:45:00,58,1.5,Short
38310,1900-01-01 07:03:00,1900-01-01 08:30:00,55,1.45,Short
38312,1900-01-01 09:50:00,1900-01-01 11:25:00,58,1.5833333333333333,Short
38314,1900-01-01 13:27:00,1900-01-01 15:05:00,58,1.6333333333333333,Short
38316,1900-01-01 14:10:00,1900-01-01 15:30:00,50,1.3333333333333333,Short
38318,1900-01-01 14:27:00,1900-01-01 16:00:00,58,1.55,Short
38321,1900-01-01 22:55:00,1900-01-01 00:40:00,58,1.75,Short
38401,1900-01-01 05:22:00,1900-01-01 07:10:00,71,1.8,Short
38402,1900-01-01 03:05:00,1900-01-01 04:52:00,70,1.7833333333333334,Short
38403,1900-01-01 05:45:00,1900-01-01 07:33:00,71,1.8,Short
38404,1900-01-01 03:22:00,1900-01-01 05:10:00,70,1.8,Short
38405,1900-01-01 06:43:00,1900-01-01 08:30:00,71,1.7833333333333334,Short
38406,1900-01-01 04:03:00,1900-01-01 05:52:00,70,1.8166666666666667,Short
38407,1900-01-01 07:45:00,1900-01-01 09:15:00,63,1.5,Short
38408,1900-01-01 04:32:00,1900-01-01 06:20:00,70,1.8,Short
38409,1900-01-01 07:45:00,1900-01-01 09:45:00,71,2.0,Short
38410,1900-01-01 05:05:00,1900-01-01 06:52:00,70,1.7833333333333334,Short
38411,1900-01-01 08:13:00,1900-01-01 10:12:00,71,1.9833333333333334,Short
38412,1900-01-01 05:43:00,1900-01-01 07:30:00,70,1.7833333333333334,Short
38413,1900-01-01 09:00:00,1900-01-01 10:50:00,71,1.8333333333333333,Short
38414,1900-01-01 06:25:00,1900-01-01 08:20:00,70,1.9166666666666667,Short
38416,1900-01-01 07:25:00,1900-01-01 09:10:00,70,1.75,Short
38419,1900-01-01 10:10:00,1900-01-01 12:10:00,71,2.0,Short
38421,1900-01-01 11:15:00,1900-01-01 13:08:00,71,1.8833333333333333,Short
38423,1900-01-01 13:10:00,1900-01-01 14:57:00,71,1.7833333333333334,Short
38425,1900-01-01 13:55:00,1900-01-01 15:45:00,71,1.8333333333333333,Short
38427,1900-01-01 14:40:00,1900-01-01 16:25:00,71,1.75,Short
38431,1900-01-01 15:45:00,1900-01-01 17:35:00,71,1.8333333333333333,Short
38433,1900-01-01 16:15:00,1900-01-01 18:05:00,71,1.8333333333333333,Short
38437,1900-01-01 17:35:00,1900-01-01 19:23:00,71,1.8,Short
38447,1900-01-01 19:48:00,1900-01-01 21:38:00,71,1.8333333333333333,Short
38449,1900-01-01 20:22:00,1900-01-01 22:12:00,71,1.8333333333333333,Short
38451,1900-01-01 21:10:00,1900-01-01 23:10:00,71,2.0,Short
38452,1900-01-01 19:10:00,1900-01-01 21:07:00,70,1.95,Short
38453,1900-01-01 22:25:00,1900-01-01 00:15:00,71,1.8333333333333321,Short
38454,1900-01-01 20:18:00,1900-01-01 22:10:00,70,1.8666666666666667,Short
38455,1900-01-01 23:35:00,1900-01-01 01:25:00,71,1.8333333333333321,Short
38456,1900-01-01 21:22:00,1900-01-01 23:15:00,70,1.8833333333333333,Short
38501,1900-01-01 11:28:00,1900-01-01 13:45:00,90,2.283333333333333,Short
38502,1900-01-01 14:05:00,1900-01-01 16:30:00,91,2.4166666666666665,Short
38601,1900-01-01 09:25:00,1900-01-01 11:00:00,54,1.5833333333333333,Short
38602,1900-01-01 11:10:00,1900-01-01 12:43:00,54,1.55,Short
38701,1900-01-01 03:05:00,1900-01-01 05:15:00,115,2.1666666666666665,Short
38702,1900-01-01 03:00:00,1900-01-01 05:35:00,115,2.5833333333333335,Short
38703,1900-01-01 03:25:00,1900-01-01 06:00:00,115,2.5833333333333335,Short
38704,1900-01-01 03:50:00,1900-01-01 06:32:00,115,2.7,Short
38705,1900-01-01 04:55:00,1900-01-01 07:28:00,115,2.55,Short
38706,1900-01-01 05:25:00,1900-01-01 08:00:00,115,2.5833333333333335,Short
38707,1900-01-01 07:15:00,1900-01-01 10:05:00,115,2.8333333333333335,Short
38708,1900-01-01 06:55:00,1900-01-01 09:30:00,115,2.5833333333333335,Short
38709,1900-01-01 11:00:00,1900-01-01 13:30:00,107,2.5,Short
38710,1900-01-01 07:10:00,1900-01-01 09:45:00,115,2.5833333333333335,Short
38711,1900-01-01 10:50:00,1900-01-01 13:43:00,115,2.8833333333333333,Short
38713,1900-01-01 11:55:00,1900-01-01 14:40:00,115,2.75,Short
38719,1900-01-01 14:10:00,1900-01-01 17:02:00,115,2.8666666666666667,Short
38726,1900-01-01 17:38:00,1900-01-01 20:40:00,115,3.033333333333333,Short
38728,1900-01-01 18:45:00,1900-01-01 21:47:00,115,3.033333333333333,Short
38730,1900-01-01 20:40:00,1900-01-01 23:25:00,115,2.75,Short
38801,1900-01-01 02:40:00,1900-01-01 05:35:00,128,2.9166666666666665,Short
38802,1900-01-01 04:05:00,1900-01-01 07:12:00,128,3.1166666666666667,Short
38803,1900-01-01 04:25:00,1900-01-01 07:30:00,128,3.0833333333333335,Short
38804,1900-01-01 05:42:00,1900-01-01 08:50:00,128,3.1333333333333333,Short
38805,1900-01-01 05:35:00,1900-01-01 08:50:00,128,3.25,Short
38806,1900-01-01 06:10:00,1900-01-01 09:00:00,128,2.8333333333333335,Short
38807,1900-01-01 06:30:00,1900-01-01 09:50:00,128,3.3333333333333335,Short
38808,1900-01-01 06:35:00,1900-01-01 09:35:00,128,3.0,Short
